startDate,endDate,status,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,distributionChannel,userLanguage,QID2,QID23,QID67,QID40,QID41_TEXT,QID42,QID43,QID44,QID45,QID46_TEXT,QID47_TEXT,QID70,QID71,QID72,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID55,QID56,QID57,QID58,QID59,QID73,QID74,QID75,QID76,QID77,QID78,QID79,QID80_TEXT,QID60,QID61,QID63,QID64,QID65,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,Treatment,FL_35_DO
2023-02-20 13:01:39,2023-02-20 13:09:28,0,100,468,1,2023-02-20 13:09:28,R_3e2K5axnKu6SNUN,,,,,anonymous,EN,1,1,4,3,Is for the interest of the people ,2,4,4,,I think that under a certain law countries are allowed to have them for the interest of their own people safety.,,4,4,0,0,"0.52,0.51",1,4,2,3,1,3,4,0,0,0,4,2,3,3,4,1,"1,2,4,14",Because it keeps them in check for future beef between them both.abd let's them know that u.s don't play around ,3,0,2,2,2,63f3d186-a4be-ab5a-590f-84d5ff4c5d97,29,1,2,1,2,2,1,2,55025,2,FL_47
2023-02-20 12:53:44,2023-02-20 13:09:29,0,100,944,1,2023-02-20 13:09:29,R_wRByMnbIuRMOWOJ,,,,,anonymous,EN,1,4,,5,It would have been illegal to do what he proposed ,4,1,1,2,,If Iran was a clear and urgent threat and was threatening to use the weapons. That wouldn’t give leaders time to meet in order to discuss next steps so he would have to act.,3,3,4,0,"0.52,1e-7",1,3,3,3,1,4,0,3,1,1,3,1,2,4,1,2,"1,2,4,8,9,10",To seem strong on foreign policy. And to project strength on other nations in order to sway them into compliance. To scare them so that we dont have to go to war.,3,0,5,4,2,63f3cfb9-74e4-3a8f-5b10-2891d2dc762b,37,1,5,2,1,4,6,3,22312,6,FL_58
2023-02-20 13:04:23,2023-02-20 13:09:31,0,100,308,1,2023-02-20 13:09:32,R_2cbVSoQy6EDLMzu,,,,,anonymous,EN,1,4,,2,You let it happened when you knew ,0,3,1,,I really wouldnt know that answer,,1,2,2,1,1E-07,1,3,2,4,0,1,2,1,3,0,2,1,0,2,2,2,"1,2",They need to stop making threats and do stuff,3,0,1,4,1,63f3d216-2c83-707e-8b94-173dc3b0d867,33,1,4,1,1,6,9,3,30554,3,FL_55
2023-02-20 12:58:54,2023-02-20 13:09:32,0,100,638,1,2023-02-20 13:09:32,R_3NxKvTWfxxKaAqL,,,,,anonymous,EN,1,1,4,0,No reason. Don’t get it.,0,4,4,,It’s illegal for a president ,,2,2,0,0,1E-07,0,2,1,2,0,0,1,2,2,2,2,2,0,2,7,7,15,Don’t know ,5,0,11,0,4,63f3d0f5-1a57-9c90-4901-0e261e263efe,30,1,1,2,1,4,7,3,33803,1,FL_46
2023-02-20 13:04:26,2023-02-20 13:09:32,0,100,305,1,2023-02-20 13:09:32,R_1gnleCP5RbdzAIJ,,,,,anonymous,EN,1,4,,3,To stop the nuclear bombs ,0,4,4,3,,It’s harmful to everyone all over the world ,3,3,4,1,"0.001,0.0001",1,2,1,2,0,4,2,2,2,2,2,1,2,2,1,7,"1,2,4",To get the land or invade the country ,3,0,2,3,1,63f3d23c-d31a-7f65-cfb2-ebe45f949d84,27,2,18,6,1,6,5,3,21075,4,FL_56
2023-02-20 12:55:21,2023-02-20 13:09:34,0,100,852,1,2023-02-20 13:09:34,R_dg1tqYyc2xtvC6Z,,,,,anonymous,EN,1,1,4,5,i think he saved us or other countries from something major,4,3,2,,i just think th brand i s different and i dont see no issues on the way they do things,,2,3,4,2,"0.001,0.52",1,3,2,1,0,4,2,2,4,2,2,3,4,3,2,3,"4,9",i think the brand is nice and i dont see no problems unlesss it harms us or other countries bad,4,0,11,3,2,63f3d014-09f9-10e7-d914-7ea785e0a9ee,33,1,6,2,1,6,1,3,36105,1,FL_46
2023-02-20 13:04:41,2023-02-20 13:09:34,0,100,292,1,2023-02-20 13:09:34,R_12SyXxJaOIcHloz,,,,,anonymous,EN,1,3,4,1,Because,2,1,0,1,,Don't know,1,1,0,1,"0.001,0.52",1,0,0,0,0,2,2,1,2,1,0,0,0,1,1,2,"2,3",Money,1,0,11,1,4,63f3d24f-ea73-f01a-8146-206bbb2f6d0d,34,1,20,1,1,2,4,3,77303,6,FL_58
2023-02-20 12:54:03,2023-02-20 13:09:35,0,100,931,1,2023-02-20 13:09:35,R_9XBU2xAopFnsCOt,,,,,anonymous,EN,1,4,,0,Stay in your own country and leave everything alone we are doing like we are the police already ,0,4,4,0,,Stay home and defence from the United States only ,0,7,0,2,0.0001,1,0,0,0,1,4,2,0,4,4,0,0,0,4,4,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Because they are stupid ,4,0,11,0,1,63f3cfbf-9642-7224-5f46-e43e8c5281d9,55,1,1,1,1,2,10,3,38551,5,FL_57
2023-02-20 13:05:17,2023-02-20 13:09:34,0,100,257,1,2023-02-20 13:09:35,R_30996cD3d7UAHQY,,,,,anonymous,EN,1,4,,5,Because we have to follow through with what we say,5,1,1,5,,I do not know enough about International law to say.,4,4,4,1,1E-07,1,3,3,3,1,4,3,3,3,3,1,1,1,3,1,3,1,To het what they want.,3,0,1,3,1,63f3cfdc-09b2-66b3-564f-0b2986c5b593,42,2,8,1,1,2,5,3,34453,4,FL_56
2023-02-20 13:09:04,2023-02-20 13:09:35,0,100,31,1,2023-02-20 13:09:36,R_2axZeqDVZJjmwDc,,,,,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d347-76f7-1fd5-67a4-f9a4fc92024b,30,1,1,1,1,2,7,4,94545,4,FL_56
2023-02-20 13:04:49,2023-02-20 13:09:41,0,100,292,1,2023-02-20 13:09:42,R_3PGIej91p9jEcI5,,,,,anonymous,EN,1,4,,3,Is more peace than figy,3,1,1,,,,2,3,2,1,"0.001,0.52",0,3,2,3,1,3,3,1,4,3,3,3,2,3,2,2,"8,9,10",They get intimidated ,4,0,7,3,1,63f3d256-7818-b5a9-2beb-afe6042a9fc3,39,1,1,1,1,4,10,3,75961,0,FL_45
2023-02-20 12:59:18,2023-02-20 13:09:42,0,100,623,1,2023-02-20 13:09:42,R_1DNhytseGnBuRnf,,,,,anonymous,EN,1,4,,1,I do wish the US President decided to remain civil towards Iran's nuclear weapon test.,5,2,3,1,,"If the US President wanted to issue an air strike against Iran, Iran's leaker, or weapons illegal under international law. Wouldn't that be considered an attack to Iran?",3,3,3,0,0.51,1,1,0,2,0,3,2,2,0,4,2,2,2,2,2,1,"1,2,10",I believe some political leaders make threats against foreign countries just to gain power for themselves and for their own interests.,2,0,4,4,2,63f3d00a-d2e3-c1f5-76da-437ba696ce6c,25,1,19,15,2,2,1,4,85043,5,FL_57
2023-02-20 13:05:41,2023-02-20 13:09:42,0,100,241,1,2023-02-20 13:09:42,R_25LvFg4R5ZnfpG7,,,,,anonymous,EN,1,2,4,4,Because it may have possibly caused a war ,3,2,2,4,,I’m joy sure I have no clue about international law and all that ,2,3,4,0,1E-07,0,2,3,2,1,3,3,4,2,2,4,4,4,2,2,2,"2,3",To start up a war or to try to take over ,2,0,3,4,2,63f3d257-e8ca-8d95-1438-2e01d35aa966,27,2,8,2,1,2,4,3,29212,6,FL_58
2023-02-20 13:06:22,2023-02-20 13:09:43,0,100,201,1,2023-02-20 13:09:43,R_1C1l1awST82QNxV,,,,,anonymous,EN,1,4,,1,I disapprove because it was illegal.,0,4,4,5,,If it was an actaul threat to human safety ,3,4,4,0,"0.52,0.0001",1,2,0,1,0,4,1,2,1,2,0,0,2,4,4,4,"2,3",The reasons are if there is a significant threat to thier country.,3,0,11,4,2,63f3d2a9-1ff9-8a07-63ce-e193db1fe2e2,25,2,7,2,1,6,2,4,85021,4,FL_56
2023-02-20 13:08:20,2023-02-20 13:09:43,0,100,83,1,2023-02-20 13:09:44,R_Xjp2PrDxslvFJGp,,,,,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d30c-5225-c7ba-0ecd-bf8b272fa35f,80,2,-3105,1,1,4,7,3,40065,,
2023-02-20 13:03:57,2023-02-20 13:09:44,0,100,347,1,2023-02-20 13:09:45,R_2rBYXyKnOgJVa4Q,,,,,anonymous,EN,1,4,,3,We should always defend our country ,2,2,2,,Not sure ,,2,1,2,1,"0.52,0.000001",1,3,3,3,0,3,4,3,1,3,3,3,2,1,7,1,"1,4",These two are our biggest worries ,3,1,1,3,1,63f3d213-3e6b-e007-f316-a46ccc4f6b92,47,1,19,1,1,4,10,3,38114,1,FL_46
2023-02-20 13:00:27,2023-02-20 13:09:48,0,100,560,1,2023-02-20 13:09:48,R_2YD2wbV1Ud2VzzL,,,,,anonymous,EN,1,4,,4,I approve of the Presidents decision because he stuck to his word which sets an example and let's Iran see that he is serious.,4,0,0,,I would assume it may be illegal under international law because of the unknown risk there is when blowing up a facility that has a bunch of nuclear weapons in it. ,,4,1,3,1,0.001,1,0,1,0,1,4,0,0,2,0,0,0,0,4,7,3,"1,2,3,4",in my opinion some reasons why political leaders make threats against foreign countries is the ego power and money,3,0,4,3,2,63f3d13f-eea3-4e73-5816-71ba694b0c63,29,2,11,1,2,4,4,3,36474,2,FL_47
2023-02-20 13:06:15,2023-02-20 13:09:48,0,100,213,1,2023-02-20 13:09:48,R_3iDuOPdfZBsLKez,,,,,anonymous,EN,1,4,,4,I think he’s making the decision based on facts.,4,1,1,,It could contradict what the present International law states.,,3,4,4,0,0.52,0,2,2,2,0,4,2,2,0,4,2,2,3,2,7,2,"1,2,3,4,8,10,12",They’re assholes.,2,0,1,4,2,63f3d2ab-5852-74ff-9f8e-ce71f800cf58,55,2,4,1,1,7,1,3,19947,3,FL_55
2023-02-20 13:01:38,2023-02-20 13:09:52,0,100,493,1,2023-02-20 13:09:52,R_1hR0Km2dkT1GAtR,,,,,anonymous,EN,1,4,,5,It was the best thing that could be done to keep peace,5,0,0,5,,It kept peace between countries,4,4,4,2,"0.001,0.52",1,4,4,2,0,4,4,3,2,4,3,2,1,4,7,2,"3,4,8,9,10",It is not for the best,4,0,11,4,1,63f3d195-ee3e-41db-5075-52fe0d763105,24,1,4,1,1,6,10,4,94587,4,FL_56
2023-02-20 12:56:55,2023-02-20 13:09:55,0,100,779,1,2023-02-20 13:09:56,R_1feJd8XqQkCQrab,,,,,anonymous,EN,1,4,,2,It went against the law,2,3,3,3,,If the nuclear weapons were made with Ill intent,3,3,1,1,0.52,1,2,2,2,0,3,2,2,2,3,2,1,1,2,2,2,"1,2,4",Lack of communication and understanding ,3,0,3,4,1,63f3d062-dfdc-27bc-3b8d-0a0e4f848aed,38,1,24,2,1,6,2,3,33544,4,FL_56
2023-02-20 12:54:37,2023-02-20 13:09:58,0,100,921,1,2023-02-20 13:09:58,R_1i889CZbZJ82Cfv,,,,,anonymous,EN,1,4,,3,He doesn’t want Iran to attack him somedays,4,1,2,1,,"Yeah my reason is that he doesn’t want Iran🇮🇷 to attack his Country, So he will airstrike the nuclear weapon to get it damaged",3,4,2,2,"0.001,0.0001",1,4,4,4,1,4,4,3,1,4,4,4,4,1,1,1,"2,3,4,8,9",The want power meaning the other countries should be afraid of them,4,0,2,4,2,63f3cfe7-c4b9-eb81-884f-8dc012bdccda,30,2,24,1,1,6,1,1,10001,6,FL_58
2023-02-20 13:06:30,2023-02-20 13:09:59,0,100,208,1,2023-02-20 13:10:00,R_2OUUG48idfy58d0,,,,,anonymous,EN,1,4,,2,Because why just attack ,1,2,2,,I don’t know the laws fully but it seems just plain unwarranted ,,2,1,2,0,1E-07,1,1,2,2,0,3,2,0,2,2,1,1,0,2,1,2,"1,2",Because they’re men with complexes ,3,0,4,2,5,63f3d2b1-9a16-1376-0773-9e07938b056a,31,2,9,1,1,6,4,3,77086,2,FL_47
2023-02-20 13:04:00,2023-02-20 13:10:00,0,100,360,1,2023-02-20 13:10:00,R_3eyqfGAcIhkBnIe,,,,,anonymous,EN,1,2,4,4,I think we newd to be aware of nuclear capabilities at all times ,4,2,2,4,,If there were obvious reasons for concern ,2,2,4,0,"0.001,0.51",1,2,2,1,0,3,2,2,0,2,2,2,2,2,1,2,"1,2,4",They are intimated ,3,0,3,3,5,63f3d222-560f-84f7-023f-a29e4c750b7f,39,1,3,1,1,2,3,3,76108,5,FL_57
2023-02-20 12:49:23,2023-02-20 13:10:01,0,100,1238,1,2023-02-20 13:10:02,R_3kN7nZoMrZJp29f,,,,,anonymous,EN,1,4,,5,The World cannot afford to live with Iran having nuclear weapons with their radialf leadership,4,0,0,,I don't know enough about international law to answer this question.,,3,1,4,0,0.52,1,4,2,3,0,3,3,3,4,3,2,2,2,2,7,1,"1,2,4,10",;for the gainof terrritory to posses natural resources or similar type of ideas,3,1,1,4,1,63f3ceb8-4f11-024d-395a-57d49f1dc74b,85,1,13,1,1,4,10,2,56301,1,FL_46
2023-02-20 13:09:35,2023-02-20 13:10:02,0,100,26,1,2023-02-20 13:10:02,R_1okezg4gnGWycjf,,,,,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d364-0cb9-99b6-f3a5-d180c0b0ed6e,27,1,13,1,2,2,1,3,30046,2,FL_47
2023-02-20 13:00:08,2023-02-20 13:10:03,0,100,595,1,2023-02-20 13:10:04,R_TcF4wGVTh3upw2d,,,,,anonymous,EN,1,4,,2,BECAUSE IT COULD MEAN WAR FOR THE U.S. AND IRAN COULD COME ATTACK US.,2,3,3,,IF WE KNEW FOR SURE THAT IRAN WOULD BEING USING THEIR WEAPONS AGAINST US OR ANY NATO COUNTRY.,,2,2,3,0,0.0001,1,2,2,3,1,3,2,3,2,4,3,3,2,2,1,2,"2,3,4,7,8,9,10,11,12,13,14",IN ORDER TO HAVE THE OTHER COUNTRIES TO BACK DOWN. ,2,0,11,4,1,63f3d138-4bb8-d179-42c4-dbce588c6ab7,43,2,7,1,1,2,4,3,70090,1,FL_46
2023-02-20 12:57:21,2023-02-20 13:10:05,0,100,763,1,2023-02-20 13:10:05,R_32YiLKQfA9Jeqmy,,,,,anonymous,EN,1,4,,2,it can be considered an act of war and would only make thigs worse,1,1,1,2,,this has happende so many times and it is really not making any difference on hte world stagea nd this time it would not be any idfferent,2,1,4,1,"0.001,0.52",1,3,1,2,0,3,0,2,3,0,0,0,0,3,7,2,"1,2,3,4,8,9","there are so many reasons, the best I can figure are money and power are the big drivers for these people",3,0,3,3,1,63f3d03f-027c-c856-d09f-a7ae08f8f985,77,2,13,1,1,4,5,1,19468,6,FL_58
2023-02-20 12:59:49,2023-02-20 13:10:05,0,100,616,1,2023-02-20 13:10:05,R_0x1Ta6e0KNywhIl,,,,,anonymous,EN,1,4,,5,No weapon formed shall prosper.,4,1,3,,,,4,4,3,1,"0.001,0.51",1,4,3,4,1,4,4,4,4,2,4,3,4,3,3,4,15,So we could use resources together an keep a good amount of the product to help all an beyond to continue to complete day to day routines.,3,0,1,2,2,63f3d0ee-2f7e-dcfb-96be-8d7a0650ea6a,31,1,1,2,1,4,1,3,39204,0,FL_45
2023-02-20 12:59:23,2023-02-20 13:10:05,0,100,642,1,2023-02-20 13:10:06,R_6EWJYjEbQs0GPVT,,,,,anonymous,EN,1,4,,4,Iran cannot be allowed to have a nuclear weapon.,3,0,0,,Iran is listed as a terrorist regime. and cannot be allowed to possess weapons of mass destruction. ,,4,3,4,0,"0.001,0.52",1,4,1,4,0,3,3,4,3,2,0,0,1,4,7,3,"1,3,4,10","Mostly to make tonight news as acting tough on foreign policy, but talk is cheap.",3,1,2,4,2,63f3d0e0-39a9-ddd3-e997-dcd1da029186,68,1,15,1,1,2,4,1,3447,1,FL_46
2023-02-20 12:57:23,2023-02-20 13:10:07,0,100,763,1,2023-02-20 13:10:07,R_2bTYOJS6job2ruY,,,,,anonymous,EN,1,4,,5,A country like Iran should not have any nuclear capability because they would turn them against us or our allies,4,0,0,,Earlier it said that everything was legal under international law. I cannot comment more than that because I don't know anything about international law,,4,3,4,0,"0.001,0.52",1,1,1,3,0,4,2,2,2,1,1,1,1,4,1,2,"1,2,3,4",They make threats to try to scare these countries from hurting us first,3,0,11,4,1,63f3d072-d2ae-e952-1339-2380433d02b5,48,1,7,1,1,6,5,2,43232,1,FL_46
2023-02-20 13:09:13,2023-02-20 13:10:11,0,100,58,1,2023-02-20 13:10:11,R_1lblcIsusIwi0s8,,,,,anonymous,EN,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d31e-252e-bdac-f41d-a529c23426f4,49,2,1,1,1,4,5,3,28439,1,FL_46
2023-02-20 13:01:16,2023-02-20 13:10:11,0,100,534,1,2023-02-20 13:10:12,R_1FICjXnxdYWQmoC,,,,,anonymous,EN,1,1,4,4,I don’t know really ,5,3,3,,I don’t know really ,,3,3,3,1,1E-07,1,3,1,3,1,3,3,1,3,0,3,3,3,2,3,3,"1,2,3,4",I don’t know really ,3,0,7,0,2,63f3d17f-a2e3-cc7c-786c-0d380617a6d4,34,2,7,1,1,6,2,3,28212,1,FL_46
2023-02-20 13:04:36,2023-02-20 13:10:13,0,100,337,1,2023-02-20 13:10:14,R_2w6W4kK64fMmOWg,,,,,anonymous,EN,1,4,,5,We do not need another war ,2,1,0,5,,If they attack us first ,2,4,4,0,"0.52,0.51",0,4,4,4,0,4,4,3,4,4,4,4,4,0,7,7,"2,3,4,9,10,11,14",If they threaten us ,3,0,11,4,1,63f3d23e-2c3b-b05f-08b4-9347f97fc4ba,28,1,1,1,1,6,2,2,47331,6,FL_58
2023-02-20 13:08:37,2023-02-20 13:10:14,0,100,96,1,2023-02-20 13:10:14,R_3stcdGBZzYsJWjl,,,,,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d326-1384-a277-7b6f-99131d2e136c,47,1,20,1,16,2,1,4,84721,3,FL_55
2023-02-20 13:00:44,2023-02-20 13:10:14,0,100,569,1,2023-02-20 13:10:14,R_1N5zMMQE8oncDAt,,,,,anonymous,EN,1,1,4,0,dangerous to the United states,0,4,4,,provoke an attack on the U;s.?,,0,4,4,0,1E-07,1,3,2,2,0,3,3,3,4,4,3,3,0,2,2,2,"1,2,3,4,8,9,10",greed and fear,3,1,1,4,1,63f3d11f-287b-8d9d-4d05-40e2466a7883,87,1,-3105,1,1,7,10,3,75116,2,FL_47
2023-02-20 13:06:30,2023-02-20 13:10:16,0,100,225,1,2023-02-20 13:10:16,R_ZlWddUZlLF7cAjD,,,,,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d2b8-cb53-d1cc-56ea-d8261aa305da,26,2,3,1,1,6,1,4,80907,1,FL_46
2023-02-20 13:06:16,2023-02-20 13:10:17,0,100,241,1,2023-02-20 13:10:18,R_ZknD20UnV5ME8qR,,,,,anonymous,EN,1,2,4,5,Everything ,5,4,4,5,,Very good ,4,4,4,1,0.51,1,4,0,4,0,4,4,0,4,4,4,4,4,4,4,4,"2,8",Very good ,4,0,1,4,1,63f3d283-8a3e-7278-ce08-acb8c2787a90,59,1,4,1,1,1,10,3,28205,4,FL_56
2023-02-20 13:00:46,2023-02-20 13:10:18,0,100,571,1,2023-02-20 13:10:18,R_3GAOdH6n1mNTQgY,,,,,anonymous,EN,1,4,,3,Cause he save the US ,3,4,3,,I really love youu Kymora Marie Sanders!,,2,2,3,1,"0.52,0.51",1,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,"2,3,4,10",Kymora is freakin qnmmmmm,2,0,2,2,3,63f3d13c-8766-a59a-2f34-cf175690e12b,26,2,1,2,15,6,2,1,20879,1,FL_46
2023-02-20 13:00:48,2023-02-20 13:10:18,0,100,570,1,2023-02-20 13:10:18,R_27OO4EhjV5iAD2s,,,,,anonymous,EN,1,2,4,2,Not enough information,2,0,0,,Brute force under suspicion ,,4,3,2,0,"0.0001,0.00001",1,2,2,2,0,4,3,1,1,4,1,1,2,3,2,2,"1,2,4",When they try to attack other countries or try to attack our country,3,0,11,2,2,63f3d153-5504-d52b-c46c-15ce50427c8f,44,2,1,1,1,4,4,1,13021,2,FL_47
2023-02-20 13:04:36,2023-02-20 13:10:19,0,100,342,1,2023-02-20 13:10:19,R_0P1YNlSIDOmw2aJ,,,,,anonymous,EN,1,4,,5,Destroyed possible nuclear weapon threats,3,1,1,,Absolutely nothing ,,4,3,4,1,"0.52,0.0001",1,3,3,3,0,3,2,2,3,2,2,1,1,1,1,1,"1,2,3",To posture,3,0,1,4,1,63f3d224-247a-6a3b-d2b6-98060cd62ebd,56,2,13,1,1,6,9,4,86442,1,FL_46
2023-02-20 13:07:51,2023-02-20 13:10:20,0,100,148,1,2023-02-20 13:10:20,R_248I3zdPFTpBuNO,,,,,anonymous,EN,1,4,,3,Not sure how to explain that. ,3,4,4,3,,Not sure how to explain it. ,3,4,4,2,0.52,0,4,0,2,0,4,4,1,2,1,2,2,2,0,7,7,"1,2,3",Not sure how to explain it. ,3,0,2,2,1,63f3d2ef-8977-c24d-1928-c32339094b5b,30,2,10,1,1,2,10,3,28562,5,FL_57
2023-02-20 13:07:32,2023-02-20 13:10:20,0,100,167,1,2023-02-20 13:10:20,R_yD6eo1XVUrBsVW1,,,,,anonymous,EN,1,4,,3,Nothing ,3,2,2,,Nothing in special ,,2,2,3,0,0.001,0,3,1,1,0,2,2,1,1,2,2,2,3,2,3,2,"1,2,3,4",Nothing ,1,0,2,3,2,63f3d2b1-d070-8607-a4eb-6b3565570625,33,2,16,1,1,8,7,3,33191,1,FL_46
2023-02-20 13:06:51,2023-02-20 13:10:21,0,100,210,1,2023-02-20 13:10:21,R_12x4BQ7vniarBkE,,,,,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d2bd-8523-0f63-841a-f3730c305620,27,2,10,1,1,2,3,2,46151,3,FL_55
2023-02-20 13:09:24,2023-02-20 13:10:21,0,100,56,1,2023-02-20 13:10:21,R_svwhBWTpWyWoejf,,,,,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d33f-1e2d-a29a-f66b-56d83c679041,18,1,19,1,14,2,10,3,37412,5,FL_57
2023-02-20 12:55:26,2023-02-20 13:10:24,0,100,897,1,2023-02-20 13:10:24,R_3PT9uHNZlflMuzK,,,,,anonymous,EN,1,4,,0,Safety of the US not to let Iran have nuclear weapons ,3,1,1,,I wouldn't ,,3,3,3,1,0.52,1,2,2,3,0,3,2,2,2,2,1,2,2,2,2,2,"1,2,3,4,9,10,15",To try to bully their piont of view across ,3,0,2,4,2,63f3cff7-188d-601c-10aa-db814e27d8aa,60,2,12,1,1,6,3,2,60586,1,FL_46
2023-02-20 13:09:40,2023-02-20 13:10:25,0,100,44,1,2023-02-20 13:10:25,R_3ndEVkjE9JSXam3,,,,,anonymous,EN,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d37c-8903-bd14-f9cd-c7537112cb6d,22,1,15,1,1,4,5,4,94566,5,FL_57
2023-02-20 12:56:35,2023-02-20 13:10:26,0,100,830,1,2023-02-20 13:10:26,R_2aLSVSEoe9SV67L,,,,,anonymous,EN,1,4,,0,There is no threat if they cant make another bomb ,1,3,3,,To make sure they dont use it on us,,4,3,3,0,0.52,0,4,2,3,1,3,3,2,3,4,2,2,2,2,2,2,15,Not sure what ,2,0,3,4,1,63f3d03f-2d42-9d88-29af-d652df301e58,22,1,5,1,2,6,5,2,46032,2,FL_47
2023-02-20 13:01:46,2023-02-20 13:10:26,0,100,520,1,2023-02-20 13:10:27,R_3kdDqV4RjKOc3dk,,,,,anonymous,EN,1,4,,2,Because the president is in the wrong ,2,3,3,3,,It help save our country from the nuclear weapons Iran has made up for us ,2,3,3,1,"0.001,0.52",1,2,1,3,0,3,2,1,2,4,2,2,2,1,1,2,"1,2,10",They have taken so much from us and they had killed so many of our people ,2,0,1,2,1,63f3d164-5123-87f2-0eae-a3431607560b,34,2,14,1,1,2,10,2,46534,5,FL_57
2023-02-20 13:01:39,2023-02-20 13:10:27,0,100,527,1,2023-02-20 13:10:27,R_3QWYheyG5sHw8xO,,,,,anonymous,EN,1,4,,4,Nuclear Iran would not be a happy situation.,4,1,1,5,,Cration of new nuclear weapons by non-nuclear states have been outlawed by the international community.,3,2,3,1,0.52,1,3,2,3,0,3,2,2,3,2,1,3,2,3,7,3,"2,3,4,8,9",Financial gain or leverage for their country to bolster their political clout.,3,0,1,4,1,63f3d17f-f5bf-468b-d374-25389b35f763,69,1,18,1,1,7,9,4,92308,4,FL_56
2023-02-20 13:00:25,2023-02-20 13:10:29,0,100,603,1,2023-02-20 13:10:29,R_2QQIZfZQ8YRCvg6,,,,,anonymous,EN,1,4,,3,The more countries that have them at some point someone is going to use it.,2,2,2,,if the targets ended up killing innocent people,,3,1,3,1,0.52,1,3,3,3,0,3,2,2,2,3,1,2,1,2,1,3,"1,2,4,8,9,10,14",false bravado.  If they had to face their enemy would they still be just as threating?,3,0,3,4,2,63f3d13f-19a7-df80-8af7-02fde57dce8a,57,1,13,1,1,6,1,4,16417,2,FL_47
2023-02-20 13:09:19,2023-02-20 13:10:29,0,100,70,1,2023-02-20 13:10:29,R_2q1NlU6tQjAzdJb,,,,,anonymous,EN,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d360-dddf-3269-6db9-8f5b149ab29a,46,2,7,1,1,6,4,2,64683,5,FL_57
2023-02-20 12:59:02,2023-02-20 13:10:30,0,100,687,1,2023-02-20 13:10:31,R_2wtpNOXlzDhUpWA,,,,,anonymous,EN,1,4,,5,I strongly approve because it would have broken international law and could have started a war.,5,4,0,5,,What would make it legal would be the fact that they are threading national security.,4,4,4,1,"0.001,0.52",1,2,1,3,1,4,4,4,0,4,4,4,4,2,7,3,"1,2,3,4",Some reasons are to show resilience and strength.,4,0,2,4,2,63f3d0e9-30a3-a0bc-97ae-957506766baa,28,1,11,1,2,6,1,1,1095,6,FL_58
2023-02-20 13:09:53,2023-02-20 13:10:32,0,100,38,1,2023-02-20 13:10:32,R_3R2QPdx9aUxOadr,,,,,anonymous,EN,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d359-d426-9ed8-b724-96ab12ad7181,29,1,1,1,14,1,4,3,34787,4,FL_56
2023-02-20 13:03:47,2023-02-20 13:10:33,0,100,405,1,2023-02-20 13:10:33,R_sHj2ynaQS3DoSsh,,,,,anonymous,EN,1,4,,5,self interest,0,1,1,,I have no idea,,1,1,2,1,"0.001,0.52",1,3,3,3,0,2,3,4,3,3,3,3,2,3,7,3,"1,2,3,4,9,10",to impress their own citizens,3,1,1,4,1,63f3d1ff-3ba8-baa2-ba33-be82fd67bf0a,81,1,4,1,1,8,5,3,78023,2,FL_47
2023-02-20 13:09:44,2023-02-20 13:10:37,0,100,52,1,2023-02-20 13:10:37,R_3QSOXrWSXS5JHCx,,,,,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d2fa-4161-6ff0-d183-d64ede086a08,57,2,1,10,1,6,1,1,11432,0,FL_45
2023-02-20 13:04:57,2023-02-20 13:10:38,0,100,341,1,2023-02-20 13:10:39,R_1Hq1QEQsKv0HTTE,,,,,anonymous,EN,1,4,,4,Inability to reproduce results in a timely fashion,3,0,0,4,,If they used those weapons as an attack,2,4,1,1,"0.001,0.52",1,1,2,3,1,3,2,1,0,0,0,1,1,4,7,3,"1,2","To appear strong, or to threaten another country into cooperation",3,0,5,4,2,63f3d256-9c6e-4c8c-ba15-8c2a3fcdb45a,38,1,8,1,1,2,1,2,65301,6,FL_58
